City,Income_Lakhs,Age,Car_Age,Digital_Usage_Score,Attire,Cookware,Color_Pref,Hardware_Interest,Service_Interest,Annual_Spend,Switch_Intent
Ahmedabad,0.717613755815558,50,12,1,Casual,Smart Electric Pan,Pastel,Battery Monitor,None,28463.557980422207,1
Mumbai,2.5446807414124386,38,5,8,Casual,Smart Electric Pan,Vibrant,None,AC Clean,49926.690337799104,1
Delhi,0.9538311384174017,56,3,9,Casual,Traditional,Monochrome,None,Mobile Oil Change,20163.298568853803,1
Bangalore,0.3,40,3,9,Casual,Smart Electric Pan,Vibrant,OBD,AC Clean,19363.17443974151,1
Delhi,1.181897000022519,44,12,2,Western Formal,Smart Electric Pan,Pastel,None,Mobile Oil Change,44006.91921356242,1
Bangalore,1.1561799121087184,62,5,9,Casual,Traditional,Vibrant,Battery Monitor,Mobile Oil Change,27980.927610052087,1
Hyderabad,1.867031140514513,61,4,7,Saree/Traditional,Traditional,Monochrome,None,None,37382.8003402401,1
Pune,1.3728757420366224,35,5,5,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,AC Clean,31111.878800500268,1
Hyderabad,0.6996988899361186,41,6,7,Saree/Traditional,Smart Electric Pan,Monochrome,Battery Monitor,AC Clean,30557.35304716511,1
Ahmedabad,1.028164875901934,68,6,9,Saree/Traditional,Smart Electric Pan,Monochrome,Battery Monitor,Mobile Oil Change,31011.66804409862,1
Delhi,1.3964518629905927,64,8,8,Western Formal,Cast Iron,Vibrant,Battery Monitor,Mobile Oil Change,37263.175142999426,1
Ahmedabad,0.3,57,7,6,Saree/Traditional,Cast Iron,Vibrant,Dashcam,None,19940.05552964684,1
Pune,2.0031730406342705,68,12,4,Western Formal,Smart Electric Pan,Monochrome,Battery Monitor,SOS,48636.62279763047,1
Bangalore,0.7012980685172011,59,5,1,Saree/Traditional,Traditional,Monochrome,None,AC Clean,19698.451097918067,0
Pune,2.05022629256857,24,11,6,Western Formal,Smart Electric Pan,Pastel,Dashcam,AC Clean,49710.71213555234,1
Mumbai,1.435479084675953,67,5,3,Western Formal,Traditional,Monochrome,Battery Monitor,None,26189.188198048596,1
Pune,1.5777564818363845,65,14,6,Western Formal,Traditional,Monochrome,None,None,57226.069602760355,1
Mumbai,1.8896540616007633,37,13,6,Saree/Traditional,Traditional,Vibrant,None,AC Clean,54063.83192719696,1
Pune,1.543879231615499,44,4,4,Western Formal,Smart Electric Pan,Monochrome,OBD,AC Clean,29643.42877443181,1
Mumbai,1.6037317297904707,23,0,2,Casual,Smart Electric Pan,Monochrome,None,Mobile Oil Change,19764.438136813158,0
Delhi,1.1013501357231712,44,8,9,Casual,Traditional,Vibrant,None,SOS,33856.90414242646,1
Ahmedabad,1.423301208883257,26,8,2,Saree/Traditional,Cast Iron,Pastel,OBD,AC Clean,36101.988177403065,1
Ahmedabad,0.8475013110169541,62,8,3,Casual,Cast Iron,Vibrant,OBD,None,30607.674745943557,1
Hyderabad,0.9939533402472195,48,14,10,Casual,Cast Iron,Vibrant,Dashcam,Mobile Oil Change,41247.79748207608,1
Ahmedabad,2.378817028781345,38,10,1,Casual,Traditional,Monochrome,None,Mobile Oil Change,52480.981006539936,1
Bangalore,0.715083848969747,43,7,7,Saree/Traditional,Smart Electric Pan,Monochrome,Dashcam,None,23352.48313271193,1
Pune,1.2925902759817685,57,12,1,Saree/Traditional,Traditional,Pastel,Dashcam,None,40734.704218566294,1
Hyderabad,0.1,65,9,9,Casual,Cast Iron,Monochrome,Battery Monitor,Mobile Oil Change,32842.23944396581,1
Bangalore,1.0135473169315206,62,12,1,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,None,34790.607130099605,1
Bangalore,1.5086405619422627,30,2,5,Western Formal,Traditional,Pastel,Dashcam,Mobile Oil Change,30118.75706801805,1
Mumbai,1.5538332556448298,66,0,7,Casual,Traditional,Pastel,Dashcam,None,22431.164865696082,1
Ahmedabad,0.6445084901114525,40,10,3,Saree/Traditional,Cast Iron,Pastel,Dashcam,Mobile Oil Change,31866.14503907084,1
Delhi,1.2608140269279309,37,11,9,Saree/Traditional,Traditional,Monochrome,OBD,AC Clean,44932.29559880376,1
Delhi,0.5505795967365859,54,11,8,Casual,Smart Electric Pan,Vibrant,None,AC Clean,34129.76422256536,1
Hyderabad,1.6731291709903806,45,7,3,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,None,38883.3681433304,1
Delhi,1.305892386217575,34,6,5,Casual,Cast Iron,Monochrome,OBD,SOS,32105.185200631022,1
Pune,1.2493979320302524,45,12,7,Saree/Traditional,Smart Electric Pan,Monochrome,Battery Monitor,AC Clean,44099.79686602777,1
Delhi,1.5954188093234418,58,4,4,Western Formal,Cast Iron,Pastel,Battery Monitor,Mobile Oil Change,36692.0827199504,1
Hyderabad,1.0346938257189593,19,9,5,Casual,Traditional,Monochrome,OBD,SOS,37408.23871536459,1
Delhi,1.7484131755309227,42,6,3,Western Formal,Traditional,Vibrant,Dashcam,Mobile Oil Change,33239.491817020564,1
Pune,0.6309330763463185,67,9,9,Casual,Cast Iron,Monochrome,OBD,Mobile Oil Change,26641.082002986008,1
Mumbai,0.1,58,3,10,Saree/Traditional,Smart Electric Pan,Monochrome,Battery Monitor,AC Clean,36945.06980048276,1
Hyderabad,0.8694532904670877,23,8,9,Western Formal,Traditional,Pastel,Battery Monitor,None,33222.11829186488,1
Mumbai,0.3,28,10,7,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,None,23262.144259106542,1
Mumbai,1.002879054922361,55,9,10,Casual,Traditional,Pastel,OBD,Mobile Oil Change,34633.01380523523,1
Mumbai,0.9348190816474746,23,13,2,Casual,Traditional,Pastel,None,AC Clean,43346.13187338044,1
Bangalore,0.998355608309978,62,1,7,Casual,Cast Iron,Vibrant,Battery Monitor,Mobile Oil Change,22937.977071539994,1
Ahmedabad,1.3389888092903897,28,8,7,Casual,Cast Iron,Monochrome,OBD,SOS,41413.42896672068,1
Bangalore,1.8587054165329635,31,8,5,Casual,Smart Electric Pan,Monochrome,Dashcam,Mobile Oil Change,42129.71913033459,1
Ahmedabad,1.084976451661718,19,4,9,Western Formal,Cast Iron,Pastel,Dashcam,AC Clean,18760.389299231192,1
Mumbai,0.7850294581086594,57,10,3,Casual,Traditional,Vibrant,None,Mobile Oil Change,29788.86776678776,1
Hyderabad,0.5240719126297216,20,0,4,Saree/Traditional,Traditional,Vibrant,Battery Monitor,AC Clean,5141.232158859409,0
Ahmedabad,0.9190903252145733,52,6,1,Western Formal,Smart Electric Pan,Monochrome,None,None,19154.20658933086,0
Pune,0.3,50,9,6,Saree/Traditional,Smart Electric Pan,Pastel,None,AC Clean,26486.018480919807,1
Pune,0.7649201438901834,41,9,4,Casual,Traditional,Monochrome,None,SOS,26598.25602016961,1
Delhi,1.9464323375173116,36,3,1,Saree/Traditional,Cast Iron,Monochrome,None,AC Clean,32576.79786340379,0
Ahmedabad,0.7059844772529462,35,8,2,Western Formal,Cast Iron,Vibrant,Dashcam,SOS,24692.475718845497,1
Hyderabad,0.1,66,5,3,Western Formal,Smart Electric Pan,Vibrant,Battery Monitor,SOS,38797.926184319265,1
Bangalore,0.4641107461149061,69,12,9,Western Formal,Smart Electric Pan,Monochrome,None,Mobile Oil Change,31676.81840959911,1
Mumbai,2.2626575395863324,41,2,8,Saree/Traditional,Traditional,Pastel,Battery Monitor,SOS,43594.631852483755,1
Delhi,2.302564039838826,62,5,7,Western Formal,Traditional,Pastel,Dashcam,AC Clean,45392.42287566283,1
Pune,1.5546129339359258,52,12,4,Saree/Traditional,Smart Electric Pan,Monochrome,Dashcam,None,41777.8083649483,1
Bangalore,2.394751560986113,18,9,1,Casual,Traditional,Monochrome,OBD,AC Clean,48951.76524031201,1
Bangalore,1.4134757849565973,53,5,8,Casual,Smart Electric Pan,Pastel,OBD,None,33390.777075243874,1
Mumbai,1.6611102684897334,42,4,4,Saree/Traditional,Smart Electric Pan,Pastel,Battery Monitor,SOS,34039.56071185507,1
Ahmedabad,1.9571603260389208,62,1,3,Western Formal,Cast Iron,Pastel,OBD,Mobile Oil Change,33985.53468431994,0
Pune,1.3078310718590695,66,9,9,Saree/Traditional,Smart Electric Pan,Monochrome,None,SOS,41046.84052498605,1
Hyderabad,0.3,60,9,10,Saree/Traditional,Traditional,Vibrant,Battery Monitor,SOS,27400.488200333442,1
Bangalore,1.6733780131406386,51,1,4,Saree/Traditional,Cast Iron,Pastel,Dashcam,None,26193.214183449385,0
Mumbai,0.9168842433399218,42,6,4,Casual,Cast Iron,Pastel,Dashcam,AC Clean,31634.91982725978,1
Hyderabad,0.961482107426724,33,1,9,Saree/Traditional,Traditional,Pastel,None,Mobile Oil Change,25578.50418255079,1
Ahmedabad,1.3787369498872137,51,11,2,Casual,Traditional,Monochrome,OBD,Mobile Oil Change,39719.44723385756,1
Pune,1.5397685278304223,46,5,5,Saree/Traditional,Traditional,Vibrant,Battery Monitor,Mobile Oil Change,31714.770070505318,1
Ahmedabad,1.2900807804037309,36,4,4,Casual,Smart Electric Pan,Vibrant,Battery Monitor,Mobile Oil Change,22796.782749885977,1
Bangalore,1.5814377216943851,40,3,9,Saree/Traditional,Cast Iron,Pastel,None,AC Clean,33234.23320688629,1
Hyderabad,0.7758857195638821,36,6,5,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,Mobile Oil Change,25795.59690953106,1
Hyderabad,1.17437772316603,42,7,9,Western Formal,Smart Electric Pan,Vibrant,Battery Monitor,None,32077.68541182882,1
Hyderabad,1.7094512702705225,33,3,9,Western Formal,Smart Electric Pan,Monochrome,None,None,35490.06275370058,1
Bangalore,2.2636747058620292,68,0,2,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,Mobile Oil Change,30591.680055546334,0
Bangalore,2.475861353383925,26,0,9,Saree/Traditional,Cast Iron,Pastel,Dashcam,Mobile Oil Change,43640.94162638349,1
Ahmedabad,1.4597860096366388,18,0,3,Saree/Traditional,Cast Iron,Monochrome,Battery Monitor,AC Clean,21503.856552414145,0
Delhi,1.7040058960473643,59,10,4,Saree/Traditional,Smart Electric Pan,Pastel,Battery Monitor,AC Clean,46026.36740136667,1
Ahmedabad,2.388947498889115,36,0,1,Western Formal,Traditional,Vibrant,Battery Monitor,Mobile Oil Change,36864.68362451658,0
Pune,0.7974983779599032,50,4,1,Casual,Cast Iron,Vibrant,OBD,AC Clean,13681.150193293519,0
Mumbai,1.57781991162755,51,3,1,Saree/Traditional,Smart Electric Pan,Pastel,OBD,SOS,31969.396073231557,0
Hyderabad,1.6610057696916876,33,12,9,Western Formal,Traditional,Vibrant,None,Mobile Oil Change,47761.756546178396,1
Delhi,2.0687168616460467,61,13,8,Saree/Traditional,Traditional,Pastel,OBD,AC Clean,58238.26695449759,1
Mumbai,0.5177151716782666,57,8,5,Saree/Traditional,Smart Electric Pan,Pastel,Battery Monitor,None,19936.08642142402,1
Delhi,0.6363565297196898,35,14,5,Casual,Cast Iron,Pastel,Battery Monitor,Mobile Oil Change,35307.21638257112,1
Ahmedabad,1.2128293266628234,51,2,9,Saree/Traditional,Traditional,Vibrant,OBD,Mobile Oil Change,26482.186500735213,1
Bangalore,1.4266365973929813,42,13,3,Saree/Traditional,Cast Iron,Monochrome,OBD,None,42761.6405989115,1
Hyderabad,1.8737183722402846,62,6,3,Casual,Cast Iron,Pastel,Battery Monitor,None,37032.19715287835,0
Ahmedabad,1.5105262654873626,23,10,7,Casual,Traditional,Monochrome,Battery Monitor,AC Clean,43833.098325091894,1
Mumbai,1.1091520619338298,38,7,9,Casual,Smart Electric Pan,Vibrant,Dashcam,None,32334.73756464522,1
Mumbai,1.4498768668536843,23,5,6,Casual,Traditional,Vibrant,None,SOS,34196.066847903705,1
Mumbai,1.380626685764671,49,11,2,Western Formal,Traditional,Monochrome,OBD,Mobile Oil Change,40205.97832162628,1
Mumbai,2.2470098579926727,58,12,1,Western Formal,Cast Iron,Pastel,None,SOS,57629.643605476675,1
Mumbai,1.2993953661411195,65,9,2,Western Formal,Smart Electric Pan,Vibrant,Battery Monitor,AC Clean,34790.06421925338,1
Delhi,0.9701499518684618,60,12,1,Saree/Traditional,Cast Iron,Pastel,None,None,38343.4430352891,1
Ahmedabad,1.4697654180430977,56,0,10,Casual,Traditional,Pastel,OBD,Mobile Oil Change,23326.13591783729,1
Hyderabad,1.3190911916031192,48,7,10,Casual,Smart Electric Pan,Monochrome,OBD,None,34553.3950083937,1
Bangalore,0.3,59,14,9,Western Formal,Smart Electric Pan,Vibrant,None,None,35492.012718189675,1
Bangalore,1.1906087630266986,27,9,10,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,AC Clean,36515.989640927844,1
Ahmedabad,1.1395570527563967,47,2,8,Saree/Traditional,Smart Electric Pan,Vibrant,Dashcam,AC Clean,20379.664780430077,1
Ahmedabad,0.8736768805324102,69,7,7,Saree/Traditional,Smart Electric Pan,Monochrome,Battery Monitor,AC Clean,33695.500828099706,1
Bangalore,1.8213499725737834,35,11,3,Western Formal,Traditional,Vibrant,Battery Monitor,AC Clean,48214.849584752264,1
Bangalore,0.7285922420328024,41,3,8,Saree/Traditional,Traditional,Vibrant,OBD,Mobile Oil Change,20943.239862055976,1
Delhi,1.473371171714723,69,7,2,Saree/Traditional,Traditional,Vibrant,Battery Monitor,SOS,28714.326685087217,1
Pune,1.1112858000937615,26,10,2,Saree/Traditional,Cast Iron,Pastel,Dashcam,SOS,39464.71274003014,1
Hyderabad,1.2646170033880695,48,0,10,Casual,Smart Electric Pan,Pastel,OBD,Mobile Oil Change,30907.947820614587,1
Mumbai,1.4470717746275201,32,2,3,Western Formal,Smart Electric Pan,Monochrome,Dashcam,None,30232.62398049351,0
Pune,0.4154553696653992,21,5,7,Casual,Traditional,Monochrome,Dashcam,Mobile Oil Change,22185.93865398933,1
Ahmedabad,1.3149965350408697,57,14,1,Casual,Smart Electric Pan,Vibrant,Battery Monitor,SOS,44098.63838229582,1
Bangalore,2.5733684938279238,26,14,8,Western Formal,Cast Iron,Vibrant,Battery Monitor,SOS,67755.99645140495,1
Pune,0.3,62,8,7,Casual,Smart Electric Pan,Pastel,None,Mobile Oil Change,23164.23145755969,1
Hyderabad,1.1654352217706971,26,1,4,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,AC Clean,18788.698209106,0
Ahmedabad,1.8739435948942917,43,10,5,Saree/Traditional,Cast Iron,Pastel,Battery Monitor,None,47736.97563793752,1
Mumbai,1.380971548772158,21,0,10,Saree/Traditional,Traditional,Monochrome,Dashcam,Mobile Oil Change,21711.593975254746,1
Mumbai,1.61278017126962,34,14,1,Saree/Traditional,Traditional,Pastel,None,SOS,48605.183878656666,1
Hyderabad,0.3,33,9,4,Western Formal,Smart Electric Pan,Monochrome,Dashcam,AC Clean,24822.67471116136,1
Hyderabad,1.5589496247779702,32,2,1,Casual,Cast Iron,Pastel,OBD,None,22086.956975115234,0
Bangalore,0.742987076259841,52,3,1,Casual,Traditional,Pastel,None,SOS,19804.11696687507,0
Mumbai,1.385926370749888,69,10,10,Saree/Traditional,Traditional,Vibrant,None,None,38056.81373966883,1
Ahmedabad,1.1823391614543053,22,4,1,Saree/Traditional,Traditional,Monochrome,Dashcam,AC Clean,25492.456223424786,0
Pune,2.5669998174969795,22,2,7,Casual,Smart Electric Pan,Pastel,Dashcam,SOS,45335.30267347079,1
Ahmedabad,1.5280171942595253,37,12,7,Western Formal,Cast Iron,Vibrant,Battery Monitor,AC Clean,49038.70657961965,1
Delhi,1.1324257024423283,32,9,4,Casual,Smart Electric Pan,Monochrome,OBD,Mobile Oil Change,34244.764838193034,1
Delhi,0.3,35,10,2,Saree/Traditional,Traditional,Monochrome,None,Mobile Oil Change,20165.916556716234,1
Hyderabad,1.272688141109938,64,1,3,Saree/Traditional,Cast Iron,Pastel,None,None,22643.850455554657,0
Bangalore,1.6939373270080935,19,1,8,Western Formal,Smart Electric Pan,Monochrome,None,AC Clean,36926.57667264506,1
Delhi,1.151668864908466,46,6,8,Casual,Traditional,Vibrant,Battery Monitor,AC Clean,31231.80549762306,1
Mumbai,0.8966061840375353,30,8,6,Western Formal,Traditional,Vibrant,OBD,None,27604.963067819222,1
Ahmedabad,0.8564480016922088,21,9,10,Western Formal,Smart Electric Pan,Monochrome,None,None,31645.289692576545,1
Ahmedabad,1.5210848612731924,59,1,9,Saree/Traditional,Traditional,Vibrant,None,None,28666.986828490066,1
Hyderabad,1.6556327635854942,62,6,9,Casual,Traditional,Monochrome,Battery Monitor,Mobile Oil Change,38428.62759982171,1
Pune,2.0167260691926714,27,6,4,Saree/Traditional,Cast Iron,Vibrant,Dashcam,None,41428.146755098984,1
Hyderabad,0.1,48,10,1,Casual,Traditional,Monochrome,None,Mobile Oil Change,31427.297313098763,1
Pune,0.1,58,6,1,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,None,35485.64317522326,0
Hyderabad,1.1269776273492798,25,2,10,Saree/Traditional,Cast Iron,Monochrome,OBD,AC Clean,24149.10631874718,1
Hyderabad,1.1446594772200316,20,11,5,Casual,Smart Electric Pan,Vibrant,OBD,AC Clean,38637.31642243676,1
Hyderabad,1.441095512420401,65,6,2,Casual,Traditional,Monochrome,OBD,None,33735.96918090956,1
Pune,1.4445937521749683,63,0,6,Saree/Traditional,Cast Iron,Monochrome,Battery Monitor,None,25749.84931801596,1
Pune,1.517260863474944,26,9,7,Casual,Cast Iron,Pastel,None,Mobile Oil Change,45605.85782158964,1
Hyderabad,0.5655172846825139,47,0,1,Saree/Traditional,Cast Iron,Pastel,Battery Monitor,SOS,7647.0224091348855,0
Delhi,0.7501131557001248,28,4,6,Casual,Cast Iron,Monochrome,OBD,Mobile Oil Change,17868.43383807715,1
Bangalore,2.09152096531061,52,14,8,Saree/Traditional,Smart Electric Pan,Pastel,OBD,AC Clean,58104.49141672975,1
Bangalore,1.067656519511496,54,1,5,Saree/Traditional,Traditional,Monochrome,OBD,None,17188.071160641175,1
Bangalore,1.3836086388107378,59,8,7,Saree/Traditional,Traditional,Pastel,Battery Monitor,AC Clean,33376.10721971145,1
Pune,1.8327997872259114,30,14,10,Western Formal,Cast Iron,Vibrant,OBD,SOS,60923.79505641802,1
Pune,1.4780658434164913,53,6,6,Casual,Traditional,Vibrant,None,Mobile Oil Change,37934.74602664505,1
Delhi,1.5279135785832236,30,3,4,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,AC Clean,23068.152849542093,0
Bangalore,1.7367466075462539,29,3,7,Western Formal,Traditional,Monochrome,None,Mobile Oil Change,34905.03971707406,0
Bangalore,0.3,54,1,10,Saree/Traditional,Smart Electric Pan,Vibrant,None,None,9169.796141752242,1
Hyderabad,0.1,27,4,9,Western Formal,Smart Electric Pan,Vibrant,OBD,AC Clean,22902.723614442802,1
Pune,1.4811634778997549,26,3,10,Saree/Traditional,Traditional,Pastel,Battery Monitor,SOS,24157.887750632755,1
Bangalore,2.0325865842345943,69,11,10,Saree/Traditional,Smart Electric Pan,Monochrome,Dashcam,Mobile Oil Change,54213.068503315044,1
Ahmedabad,1.2396573357934637,24,12,7,Western Formal,Smart Electric Pan,Vibrant,Dashcam,Mobile Oil Change,43225.651810533236,1
Delhi,0.6931701229463427,19,0,5,Western Formal,Smart Electric Pan,Vibrant,None,SOS,8866.865204207032,0
Ahmedabad,0.7091483702336987,40,11,7,Casual,Smart Electric Pan,Monochrome,Battery Monitor,AC Clean,38105.464015476726,1
Ahmedabad,1.7303167220718443,56,7,3,Casual,Cast Iron,Pastel,Dashcam,AC Clean,42128.798223457765,1
Delhi,1.069335850564868,57,2,2,Western Formal,Traditional,Pastel,OBD,Mobile Oil Change,17241.028948708627,0
Ahmedabad,1.195679972525798,56,13,5,Casual,Cast Iron,Pastel,OBD,SOS,46404.3507082974,1
Bangalore,1.5690181162633914,38,5,4,Western Formal,Smart Electric Pan,Pastel,None,Mobile Oil Change,32738.609777889775,1
Pune,0.3,40,3,5,Casual,Traditional,Vibrant,Battery Monitor,Mobile Oil Change,15065.324962144758,1
Delhi,2.400220506904849,46,8,8,Saree/Traditional,Smart Electric Pan,Monochrome,Battery Monitor,None,49274.614970563955,1
Hyderabad,0.7613556989693631,31,6,4,Casual,Traditional,Monochrome,Dashcam,AC Clean,24330.5206520579,1
Ahmedabad,1.345161821684143,43,8,9,Saree/Traditional,Cast Iron,Vibrant,Dashcam,AC Clean,34528.617211767545,1
Delhi,0.3,68,9,7,Saree/Traditional,Traditional,Vibrant,OBD,None,20987.882612992453,1
Mumbai,0.9464753337569773,22,2,10,Casual,Smart Electric Pan,Vibrant,None,AC Clean,16002.136265298115,1
Mumbai,1.946812827819058,48,0,7,Western Formal,Traditional,Monochrome,Battery Monitor,AC Clean,28298.825067908205,1
Pune,0.3,42,4,8,Saree/Traditional,Traditional,Monochrome,Dashcam,AC Clean,11179.111067441992,1
Bangalore,1.8757200523134845,48,2,6,Saree/Traditional,Cast Iron,Monochrome,Dashcam,SOS,30039.74859002133,1
Pune,1.0357823422605694,67,5,8,Casual,Smart Electric Pan,Pastel,None,None,28302.579102549425,1
Pune,1.492298664132115,37,7,3,Western Formal,Traditional,Vibrant,None,Mobile Oil Change,30885.91071939734,1
Pune,1.5945146480910664,61,10,10,Western Formal,Cast Iron,Vibrant,OBD,SOS,46814.15079279365,1
Pune,1.4648528996945553,34,12,10,Casual,Traditional,Vibrant,None,Mobile Oil Change,50590.466590725766,1
Hyderabad,0.6810296090215041,62,3,1,Western Formal,Smart Electric Pan,Monochrome,OBD,None,13348.278190156067,0
Hyderabad,0.9812705120789857,19,4,6,Casual,Traditional,Vibrant,OBD,None,24064.215237300945,1
Delhi,0.32306629364951056,42,4,1,Casual,Traditional,Vibrant,None,None,11439.062451880513,0
Mumbai,1.4950777989528476,30,3,9,Casual,Traditional,Pastel,None,AC Clean,30191.62424896343,1
Pune,2.2212330924095554,56,3,2,Saree/Traditional,Traditional,Monochrome,None,SOS,31852.02020111442,0
Delhi,0.3,45,3,2,Saree/Traditional,Smart Electric Pan,Vibrant,None,None,7319.573079177399,0
Mumbai,0.7430124563171787,59,3,7,Saree/Traditional,Cast Iron,Monochrome,None,Mobile Oil Change,23729.46520048932,1
Ahmedabad,1.0909348344702399,23,3,2,Casual,Cast Iron,Monochrome,OBD,AC Clean,23535.55368728848,0
Bangalore,1.3040048542281326,20,4,10,Saree/Traditional,Traditional,Monochrome,Dashcam,AC Clean,30035.947296135502,1
Hyderabad,1.7275057808606558,52,1,8,Saree/Traditional,Smart Electric Pan,Pastel,Battery Monitor,SOS,24850.383877589615,1
Ahmedabad,1.1086800117853999,35,1,6,Saree/Traditional,Smart Electric Pan,Monochrome,Battery Monitor,SOS,22609.705606487692,1
Mumbai,1.0104247641326096,28,8,7,Casual,Smart Electric Pan,Monochrome,OBD,SOS,29621.41205005712,1
Ahmedabad,1.8618784236418444,37,1,7,Casual,Smart Electric Pan,Monochrome,OBD,AC Clean,28815.771088328736,1
Bangalore,1.597197340237983,22,5,6,Casual,Smart Electric Pan,Vibrant,Dashcam,None,31946.289182362787,1
Mumbai,1.523386785420659,36,1,10,Saree/Traditional,Smart Electric Pan,Pastel,None,Mobile Oil Change,30182.74400552189,1
Ahmedabad,1.2675094269528686,39,4,9,Western Formal,Traditional,Vibrant,OBD,None,29599.75638086457,1
Hyderabad,1.7898913265519152,36,3,9,Saree/Traditional,Cast Iron,Pastel,Battery Monitor,Mobile Oil Change,38442.161548447635,1
Hyderabad,0.8062143652618401,64,11,7,Saree/Traditional,Cast Iron,Pastel,None,None,38070.379193316236,1
Delhi,0.7243834306883531,33,6,9,Casual,Traditional,Monochrome,OBD,SOS,23047.34813065552,1
Ahmedabad,1.6476605921215945,41,14,10,Casual,Cast Iron,Monochrome,None,Mobile Oil Change,53786.82319598392,1
Pune,0.3,58,6,3,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,AC Clean,15590.951222484471,1
Ahmedabad,1.2553077057818922,21,12,3,Saree/Traditional,Smart Electric Pan,Pastel,None,Mobile Oil Change,37544.221995489286,1
Mumbai,1.0100649886424926,32,5,1,Western Formal,Cast Iron,Monochrome,OBD,AC Clean,20897.2174140414,0
Mumbai,0.3565471616082264,42,9,5,Western Formal,Smart Electric Pan,Monochrome,OBD,None,23055.691725482553,1
Ahmedabad,0.6412394521702413,61,4,4,Casual,Smart Electric Pan,Monochrome,Battery Monitor,SOS,18247.39482952161,1
Bangalore,1.1346143446227903,52,0,2,Western Formal,Cast Iron,Monochrome,Dashcam,Mobile Oil Change,17654.56563775286,0
Hyderabad,1.8203779538994134,31,11,9,Western Formal,Traditional,Vibrant,Dashcam,AC Clean,50545.7237692834,1
Mumbai,0.8082252052453134,66,14,3,Casual,Cast Iron,Vibrant,None,None,36075.39520061702,1
Hyderabad,1.928028839942996,36,2,8,Western Formal,Cast Iron,Monochrome,OBD,SOS,42084.74681528149,1
Mumbai,1.2379075365339098,55,8,6,Saree/Traditional,Cast Iron,Monochrome,OBD,SOS,36064.02296336631,1
Delhi,1.9862308213019826,53,14,5,Western Formal,Cast Iron,Monochrome,Battery Monitor,SOS,55266.88081392014,1
Pune,0.8373050347319709,24,13,1,Casual,Traditional,Monochrome,Battery Monitor,None,37566.52483021429,1
Mumbai,1.1707142471367789,47,0,4,Saree/Traditional,Traditional,Monochrome,OBD,None,16607.04038171939,0
Hyderabad,1.4210901620021974,36,4,3,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,None,29796.56072109113,0
Delhi,1.0922937223550928,66,1,1,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,SOS,19786.493169261033,0
Mumbai,1.7718144882871414,42,3,5,Saree/Traditional,Cast Iron,Pastel,Dashcam,Mobile Oil Change,35630.027273703316,1
Bangalore,0.3,33,13,6,Western Formal,Smart Electric Pan,Pastel,None,AC Clean,26528.05252552501,1
Pune,2.6534433232739643,64,13,2,Western Formal,Traditional,Monochrome,Battery Monitor,None,73088.9288235331,1
Mumbai,1.7146647641970971,57,10,3,Casual,Smart Electric Pan,Pastel,None,Mobile Oil Change,48465.377178252056,1
Delhi,1.0958809025789902,68,0,6,Casual,Smart Electric Pan,Pastel,Battery Monitor,AC Clean,24935.728475748318,0
Bangalore,0.8686069958535934,25,2,4,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,SOS,17460.756936006008,1
Ahmedabad,0.6801476331308673,35,9,9,Casual,Cast Iron,Pastel,Dashcam,Mobile Oil Change,30742.59078867843,1
Delhi,1.5873692845018421,45,6,5,Saree/Traditional,Smart Electric Pan,Pastel,OBD,SOS,36719.91745858339,1
Delhi,1.7969890012754122,33,9,4,Saree/Traditional,Traditional,Monochrome,Battery Monitor,AC Clean,43113.65718636939,1
Bangalore,1.1024843231220602,69,14,2,Casual,Traditional,Pastel,Battery Monitor,None,44810.09160391014,1
Delhi,1.8641942477871014,36,2,6,Casual,Traditional,Pastel,Battery Monitor,SOS,31311.959755002565,1
Bangalore,0.6556439719433266,59,3,10,Casual,Traditional,Monochrome,OBD,Mobile Oil Change,21329.412389866477,1
Mumbai,0.5497134900078984,34,1,2,Western Formal,Smart Electric Pan,Pastel,None,None,9351.428436250686,0
Bangalore,2.2880047231473295,62,2,7,Saree/Traditional,Cast Iron,Monochrome,None,Mobile Oil Change,41917.154172390176,0
Bangalore,1.5546651681231256,30,8,3,Saree/Traditional,Traditional,Pastel,Battery Monitor,AC Clean,43304.8738447406,1
Pune,2.038108921087997,24,2,9,Saree/Traditional,Traditional,Vibrant,Battery Monitor,AC Clean,37372.59312582782,1
Bangalore,0.6876361749673844,44,10,5,Casual,Cast Iron,Vibrant,None,None,32655.21397803245,1
Bangalore,0.6458847649387619,27,4,8,Casual,Cast Iron,Pastel,None,Mobile Oil Change,18561.559222104308,1
